country;continent;year;lifeExp;pop;gdpPercap
Switzerland;Europe;1969;72.73;6212000;2452755211
Ireland;Europe;1997;76.122;3667233;2452194713
Algeria;Africa;1952;43.077;9279525;2449008185
Sweden;Europe;1991;77.81;8668112;2448892001
Luxembourg;Europe;1975;70.52;358950;2445452122
Bulgaria;Europe;1952;59.6;7274900;2444286648
Canada;;1984;76.43;25701800;2443184887
Taiwan;Asia;1966;67.4;13321002;2442393391
Vietnam;Asia;2007;74.249;85262356;2441576404
Costa Rica;Americas;1950;55.6;866982;2439821535
Guyana;Americas;1972;59.958;742869;2439146406
France;Europe;1991;77.17;57055448;2438298257
Austria;Europe;1988;75.41;7599791;2437117769
Sweden;Europe;1995;78.94;8877890;2436130683
France;Europe;1993;77.51;57658289;2433403492
Netherlands;Europe;1988;77.03;14761339;2430225513
Angola;Africa;1987;39.906;7874230;2430208311
Belgium;Europe;1989;75.73;9937697;2426923182
Namibia;Africa;1952;41.725;485831;2423780443
France;Europe;1990;76.99;56735161;2418234052
Congo  Dem. Rep.;Africa;2002;44.966;55379852;2411658765
United States;Americas;1977;73.38;220239000;2407263213
Australia;;1993;78.1;17688687;2405310102
Grenada;;1972;64.577;96618;2404583938
Norway;Europe;1978;75.4;4058671;2403244667
French Polynesia;;1992;70.182;212174;2402120192
Sweden;Europe;1988;77.08;8469339;2396227119
Bahamas;;2007;73.495;305655;2394863751
Thailand;Asia;1982;64.597;48827160;2393219781
Georgia;;1992;70.465;5355289;2393030934
Canada;;1981;75.55;24900000;2390452565
Italy;Europe;1996;78.51;57367032;2389755367
Luxembourg;Europe;1972;70.71;346600;2388319799
Sweden;Europe;1992;78.16;8718867;2388001683
Taiwan;Asia;2003;77.19;22603000;2387903074
Indonesia;Asia;1992;62.681;184816000;2383140898
Iceland;Europe;1985;77.56;241403;2382170912
Macao  China;Asia;1997;78.809;417129;2379048933
Cote d'Ivoire;Africa;1972;49.801;6071696;2378201111
Sweden;Europe;1994;78.86;8831493;2375207681
Philippines;Asia;1977;60.06;46850962;2373204287
Morocco;Africa;1977;55.73;18396941;2370619976
Austria;Europe;1987;74.94;7578903;2368782607
Cyprus;Europe;2002;78.957;767314;2368360331
Italy;Europe;1995;78.19;57274531;2368030912
France;Europe;1989;76.7;56416625;2366958284
Japan;Asia;1988;78.58;122613000;2366103654
Netherlands;Europe;1987;76.83;14665278;2365132361
Sweden;Europe;1987;77.19;8421403;2358692927
Switzerland;Europe;1968;72.72;6132000;2352213088
Canada;;1980;75.14;24593300;2347389691
Canada;;1979;74.9;24276900;2346582672
French Polynesia;;1987;68.211;185839;2345440806
Australia;;1992;77.56;17481977;2342476683
Spain;Europe;2000;79.34;40016081;2341016483
Bahrain;Asia;2002;74.795;656397;2340355927
Mongolia;Asia;1987;60.222;2015133;2338008304
Netherlands;Europe;1986;76.36;14571875;2336800461
Guyana;Americas;1982;60.923;761673;2334359864
Canada;;1983;76.13;25456300;2332980455
Austria;Europe;1986;74.49;7568242;2332915536
Norway;Europe;1977;75.37;4043205;2331134939
Finland;Europe;1989;75.01;4962441;2328979916
Guyana;Americas;1967;59.187;672848;2325092727
Denmark;Europe;1984;74.65;5111619;2323853543
Colombia;Americas;1957;55.118;14485993;2323805581
Taiwan;Asia;2002;76.99;22454239;2323542329
United States;Americas;1976;72.99;218035000;2323506147
Turkey;Europe;1962;52.098;29788695;2322869908
Iceland;Europe;1984;77.43;239498;2321583465
New Zealand;Oceania;2002;79.11;3908037;2318980135
Finland;Europe;1990;75.04;4986431;2318078249
Australia;;1990;77.06;17022133;2315189034
Singapore;Asia;1952;60.396;1127000;2315138227
Congo  Rep.;Africa;1957;45.053;940458;2315056572
Australia;;1989;76.46;16780235;2313397635
Albania;Europe;1962;64.82;1728137;2312888958
Iceland;Europe;1981;76.35;230803;2312140777
Taiwan;Asia;2000;76.11;22151237;2309457288
France;Europe;1988;76.57;55873463;2299010356
Taiwan;Asia;1965;67.4;12977635;2297808004
Switzerland;Europe;1967;72.77;6063000;2296614432
Sweden;Europe;1986;77.04;8384069;2296083959
Honduras;Americas;1962;48.041;2090162;2291156835
Canada;;1982;75.76;25201900;2289879214
Australia;;1991;77.55;17257526;2289385675
China;Asia;1997;70.426;1230075000;2289234136
Timor-Leste;Asia;2007;60.839;1084971;2285738011
United States;Americas;1973;71.54;211909000;2285317141
Czech Republic;Europe;2007;76.486;10228744;2283330851
Austria;Europe;1985;74.01;7559776;2282120054
Bahamas;;2002;71.068;295131;2281096126
Yemen  Rep.;Asia;2007;62.698;22211743;2280769906
Netherlands;Europe;1985;76.38;14491380;2278738849
Malaysia;Asia;1967;59.371;10154878;2277742396
Angola;Africa;1997;40.963;9875024;2277140884
Canada;;1978;74.54;24036300;2275482739
United Kingdom;Europe;1992;76.42;57866349;2270509254
Luxembourg;Europe;1971;69.47;342400;2266793419
Sweden;Europe;1985;76.78;8356337;2264216415
French Polynesia;;1997;71.821;235770;2263406126
Maldives;;1992;60.989;232026;2261799787
Switzerland;Europe;1966;72.47;5996000;2253303847
Nicaragua;Americas;1997;68.426;4609572;2253023004
United States;Americas;1974;72.08;213854000;2252817694
Belgium;Europe;1987;75.35;9870200;2252556308
Malta;Europe;1962;68.896;329011;2250881414
Australia;;1988;76.36;16520206;2250819078
Netherlands Antilles;;2007;75.112;223472;2250000097
Iceland;Europe;1983;76.63;237041;2249989615
Norway;Europe;1976;75.03;4026152;2245194757
Bahamas;;1987;69.524;244042;2243801353
Iceland;Europe;1980;76.66;228161;2243485748
Taiwan;Asia;2001;76.5;22303700;2243419675
Oman;Asia;1957;40.08;561977;2242746551
New Zealand;Oceania;2001;78.91;3864129;2242658919
Finland;Europe;1996;76.94;5120310;2240249628
Japan;Asia;1987;78.67;122091325;2237594189
Yemen  Rep.;Asia;2002;60.308;18701257;2234820827
Oman;Asia;2007;75.64;3204897;2231619287
Luxembourg;Europe;1970;69.58;339174;2229867123
Austria;Europe;1983;73.25;7552896;2226666334
United States;Americas;1975;72.68;215973000;2226143424
Denmark;Europe;1983;74.5;5114297;2224953046
Honduras;Americas;1957;44.665;1770390;2220487682
Switzerland;Europe;1965;72.33;5943000;2219077302
Slovenia;Europe;2004;77.28;2011473;2211322127
Uzbekistan;;2007;67.166;27780059;2211158851
Luxembourg;Europe;1969;69.84;337500;2210534353
Canada;;1977;74.21;23796400;2209088306
France;Europe;1987;76.34;55630100;2206644214
Netherlands;Europe;1980;75.76;14143901;2204490535
Germany;Europe;1982;73.8;78335266;2203153274
Sudan;Africa;1977;47.8;17104986;2202988423
Guyana;Americas;1962;57.32;597896;2202776732
Belgium;Europe;1986;74.74;9861800;2202475308
Italy;Europe;1992;77.44;56840847;2201364486
Taiwan;Asia;1999;75.55;21993460;2198453742
Libya;Africa;1977;57.442;2721783;2195121176
Honduras;Americas;1952;41.912;1517453;2194926204
Syria;Asia;1962;50.305;4834621;2193037133
Israel;Asia;2002;79.696;6029529;2190559514
Dominican Republic;Americas;1972;59.631;4671329;2189874499
New Zealand;Oceania;2000;78.9;3819762;2189515598
Australia;;1987;76.32;16257249;2188888903
Netherlands;Europe;1979;75.63;14030002;2184780201
Bolivia;Americas;1962;43.428;3593918;2180972546
United States;Americas;1972;71.34;209896000;2180603594
Netherlands;Europe;1981;75.97;14246049;2178356027
Italy;Europe;1991;77.07;56747462;2175539858
Gabon;Africa;1977;52.79;706367;2174557328
Switzerland;Europe;1964;72.2;5887000;2171209454
Malta;Europe;2007;79.44;401880;2171172686
Belgium;Europe;1985;74.54;9858200;2170874541
Nicaragua;Americas;1992;65.843;4017939;2170151724
Fiji;Oceania;1967;58.607;485000;2170073285
Guyana;Americas;1987;61.79;755464;2169065751
Denmark;Europe;1982;74.63;5117810;2168804048
United Kingdom;Europe;1987;75.007;56981620;2166478767
France;Europe;1986;75.75;55387361;2165622833
Saudi Arabia;Asia;2007;72.777;27601038;2165483194
Finland;Europe;1995;76.66;5104654;2165014541
Canada;;1976;73.92;23517500;2162608551
Netherlands;Europe;1978;75.15;13936754;2160764747
Austria;Europe;1982;73.18;7574613;2159708362
Japan;Asia;1986;78.26;121491913;2158849152
Finland;Europe;1991;75.45;5013786;2158174989
Czech Republic;Europe;2006;76.78;10235455;2157707702
Italy;Europe;1990;77.06;56742886;2156142044
Belgium;Europe;1984;74.43;9855300;2149893801
Paraguay;Americas;1962;64.361;2009813;2148027146
Colombia;Americas;1952;50.643;12350771;2144115096
Korea  Dem. Rep.;Asia;1967;59.942;12617009;2143540609
Mongolia;Asia;2002;65.033;2674234;2140739323
Netherlands;Europe;1982;76.05;14310401;2139946046
Denmark;Europe;1979;74.27;5116800;2133990635
Spain;Europe;1998;78.85;39906235;2133394306
Bulgaria;Europe;1950;61.39;7250500;2131563149
Norway;Europe;1975;74.8;4007313;2130818679
Austria;Europe;1980;72.7;7549433;2128470833
Bolivia;Americas;1957;41.89;3211738;2127686326
Congo  Rep.;Africa;1952;42.111;854885;2125621418
France;Europe;1985;75.47;55171224;2122541215
Denmark;Europe;1980;74.16;5123027;2121985084
Sweden;Europe;1983;76.66;8329028;2120963345
Slovenia;Europe;2003;76.55;2011604;2120346336
Saudi Arabia;Asia;1987;66.295;14619745;2119826136
Taiwan;Asia;1964;66.7;12631480;2118473387
Yemen  Rep.;Asia;1997;58.02;15826497;2117484526
Syria;Asia;1957;48.284;4149908;2117234893
Australia;;1986;76.13;16018350;2116881051
Italy;Europe;1989;77.0;56737529;2116647838
Tonga;;1977;66.742;90593;2116113121
Finland;Europe;1987;74.83;4931729;2114101223
Japan;Asia;1985;77.84;120754335;2110916097
Jordan;Asia;1972;56.528;1613551;2110856309
Solomon Islands;Oceania;1992;58.27;358713;2109894257
Brazil;Americas;1952;50.917;56602560;2108944355
New Zealand;Oceania;1996;76.98;3621200;2106406604
New Zealand;Oceania;1997;77.55;3676187;2105041377
Denmark;Europe;1981;74.29;5121572;2103704755
Libya;Africa;1972;52.773;2183877;2101149721
Finland;Europe;1994;76.64;5086044;2100554254
Belize;;1967;65.184;113265;2099158522
Bahamas;;1997;68.472;281577;2099083247
Belgium;Europe;1982;73.93;9856303;2097984589
Belgium;Europe;1983;73.93;9855520;2097901253
Switzerland;Europe;1963;71.31;5789000;2097726759
Belgium;Europe;1980;73.29;9846800;2096962311
Taiwan;Asia;1998;75.45;21823024;2094427222
Pakistan;Asia;2002;63.61;153403524;2092712441
United States;Americas;1971;71.24;207661000;2092374366
France;Europe;1984;75.37;54946500;2088834207
New Zealand;Oceania;1998;78.37;3726214;2087610874
Georgia;;1997;70.49;4883476;2085641338
Libya;Africa;1950;42.723;961305;2084283473
Netherlands;Europe;1976;74.65;13769913;2081264584
Austria;Europe;1979;72.56;7549425;2080339934
United States;Americas;1969;70.66;202677000;2070282807
Belgium;Europe;1981;73.7;9852400;2069613378
Sweden;Europe;1982;76.42;8325260;2066738125
New Zealand;Oceania;1995;76.94;3565990;2066147565
Slovenia;Europe;2002;76.66;2011497;2066001936
Iceland;Europe;1978;76.42;223587;2064968327
Finland;Europe;1992;75.7;5041039;2064716499
France;Europe;1983;74.87;54649810;2064323289
Papua New Guinea;;1997;56.153;4571004;2064012896
Canada;;1974;73.19;22874700;2061359162
Saudi Arabia;Asia;1997;70.533;21229759;2058669019
Sweden;Europe;1981;76.1;8320485;2052470759
Cote d'Ivoire;Africa;1967;47.35;4744870;2052050473
Germany;Europe;1977;72.5;78160773;2051292123
Portugal;Europe;2007;78.098;10642836;2050964777
United States;Americas;1970;70.92;205052000;2049585297
Spain;Europe;1997;78.77;39855442;2044529896
Sweden;Europe;1980;75.8;8310473;2041132375
Cyprus;Europe;1997;77.95;743728;2040922897
Fiji;Oceania;1962;56.494;421869;2039393277
Malaysia;Asia;1962;55.737;8906385;2036884944
Finland;Europe;1986;74.8;4917386;2036754884
Norway;Europe;1974;74.75;3985258;2036163023
Mauritius;Africa;1957;58.089;609816;2034037981
Japan;Asia;1984;77.54;120034697;2033995264
Australia;;1984;76.02;15579400;2029525294
France;Europe;1982;74.89;54433565;2029389746
Italy;Europe;1988;76.6;56734027;2029385091
Korea  Rep.;Asia;1967;57.716;30131000;2029228142
Bahrain;Asia;1997;73.925;598561;2029201679
Egypt;Africa;1972;51.137;34807417;2024008147
New Caledonia;;1967;60.18;96094;2021373265
Netherlands;Europe;1974;74.59;13540584;2020828106
Taiwan;Asia;1997;75.25;21628605;2020682098
Malta;Europe;2002;78.617;393515;2016282658
Denmark;Europe;1976;73.78;5072596;2015941674
Portugal;Europe;2006;78.92;10605870;2014908282
Nigeria;Africa;2007;46.859;135031164;2013977305
New Zealand;Oceania;1994;77.07;3517261;2011622892
Canada;;1973;73.11;22559500;2008130717
Netherlands;Europe;1975;74.52;13653438;2006817329
Switzerland;Europe;1961;71.76;5512000;2004121634
Hong Kong  China;;1987;76.2;5584510;2003847269
Netherlands Antilles;;1982;73.75;176526;2000868575
Mongolia;Asia;1982;57.489;1756032;2000603139
Luxembourg;Europe;1968;70.28;335867;1998964977
Portugal;Europe;2002;77.29;10433867;1997090787
Estonia;Europe;2007;71.37;1315912;1996740265
Slovenia;Europe;2001;76.38;2011179;1996689487
Finland;Europe;1985;74.44;4901783;1995881374
Sweden;Europe;1979;75.57;8293723;1993446561
Sudan;Africa;2002;56.369;37090298;1993398314
Tajikistan;Asia;1992;63.372;5600694;1992226462
Portugal;Europe;2001;77.11;10386753;1990486524
Australia;;1981;74.97;14923260;1984187946
France;Europe;1981;74.51;54147284;1983585601
Nigeria;Africa;1977;44.514;62209173;1981951806
Oman;Asia;2002;74.193;2713462;1977483687
Portugal;Europe;2003;77.48;10479955;1972784414
Pakistan;Asia;1992;60.838;120065004;1971829464
Yemen  Rep.;Asia;1987;52.922;11219340;1971741538
Spain;Europe;1996;78.26;39803829;1970987114
Oman;Asia;1997;72.499;2283635;1970205581
Japan;Asia;1983;77.14;119269949;1969872425
Austria;Europe;1978;72.25;7562305;1969361751
Mauritius;Africa;1952;50.986;516556;1967955707
French Polynesia;;1982;66.234;160416;1967348757
Norway;Europe;1973;74.43;3960613;1966397791
France;Europe;1980;74.35;53869743;1966001861
Iceland;Europe;1977;76.11;221823;1965496247
Belgium;Europe;1978;72.75;9829700;1964553784
Netherlands Antilles;;1992;74.468;192002;1963301635
Sudan;Africa;1962;40.87;11183227;1959593767
Netherlands;Europe;1973;74.2;13438404;1956058115
United States;Americas;1967;70.76;198712000;1953036557
Paraguay;Americas;1952;62.649;1555876;1952308701
Australia;;1980;74.6;14615900;1950555452
Australia;;1982;74.74;15184200;1947700928
Azerbaijan;Asia;1997;66.328;7695123;1943285094
Bahamas;;1992;69.171;264085;1943256931
Albania;Europe;1957;59.28;1476505;1942284244
France;Europe;1979;74.26;53605523;1940907809
Slovenia;Europe;2000;76.11;2010557;1939968944
Taiwan;Asia;1963;66.0;12276610;1938910509
Finland;Europe;1984;74.77;4881788;1938797098
Japan;Asia;1982;77.11;118454974;1938410571
Australia;;1979;74.44;14421900;1938063562
Comoros;Africa;1972;48.944;250027;1937577675
Luxembourg;Europe;1965;69.4;331500;1934915509
Cameroon;Africa;2002;49.856;15929988;1934011449
Bahrain;Asia;1977;65.593;297410;1934010196
Luxembourg;Europe;1966;69.31;333895;1934004205
Moldova;Europe;2002;67.922;4434547;1933647251
Morocco;Africa;1972;52.862;16660670;1930194975
Luxembourg;Europe;1964;69.07;327750;1927335177
Spain;Europe;1995;78.12;39749715;1927214422
United States;Americas;1966;70.43;196560000;1925678588
Korea  Rep.;Asia;2002;77.045;47969150;1923398818
Australia;;1983;75.55;15393500;1921456115
Italy;Europe;1987;76.42;56729703;1920723482
Sweden;Europe;1976;75.01;8222310;1919578047
Sweden;Europe;1975;75.0;8192566;1917967177
Belize;;1962;62.678;97594;1916319613
Luxembourg;Europe;1967;69.69;335012;1916300329
Denmark;Europe;1974;73.84;5045297;1916284526
Belgium;Europe;1977;72.8;9821800;1911797448
Taiwan;Asia;1996;74.72;21448723;1910752043
Czech Republic;Europe;2004;76.01;10246178;1906106809
Switzerland;Europe;1960;71.44;5362000;1905900518
Bahrain;Asia;1992;72.601;529491;1903557917
Cape Verde;Africa;1997;68.646;388383;1902832452
Belgium;Europe;1976;72.15;9811000;1901994462
Saudi Arabia;Asia;2002;71.626;24501530;1901454118
New Zealand;Oceania;1987;74.32;3317166;1900719129
Papua New Guinea;;1972;42.522;2416549;1898542817
New Zealand;Oceania;1989;75.01;3341632;1898391778
Denmark;Europe;1975;74.11;5059861;1898155018
New Zealand;Oceania;1986;74.24;3308300;1897954569
Slovenia;Europe;1986;72.32;1932129;1897916819
Canada;;1972;72.88;22284500;1897057086
Norway;Europe;1972;74.34;3933004;1896505551
Portugal;Europe;1999;76.35;10283381;1895983625
Sudan;Africa;1982;50.338;20367053;1895544073
Djibouti;Africa;1997;53.157;417908;1895016984
Japan;Asia;1981;76.6;117648092;1893811132
Finland;Europe;1983;74.46;4855787;1892089628
New Zealand;Oceania;1988;74.6;3331205;1887465232
Austria;Europe;1976;71.82;7565525;1887429543
Denmark;Europe;1972;73.47;4991596;1886620721
Singapore;Asia;1987;73.56;2794552;1886153081
Sweden;Europe;1974;74.99;8160560;1886088036
Jordan;Asia;1957;45.669;746559;1886080591
Sweden;Europe;1977;75.44;8251648;1885572521
Puerto Rico;Americas;2002;77.778;3859606;1885560618
New Zealand;Oceania;1990;75.56;3359604;1883359677
France;Europe;1978;73.95;53380649;1882595486
Syria;Asia;1967;53.655;5680812;1881923632
Yemen  Rep.;Asia;1992;55.599;13367997;1879496673
Netherlands;Europe;1972;73.75;13329874;1879474567
Spain;Europe;1994;78.05;39690971;1878273427
Libya;Africa;1967;50.227;1759224;1877275169
Comoros;Africa;1967;46.472;217378;1876029643
Greece;Europe;1997;77.869;10502372;1874769814
Haiti;;1977;49.923;4908554;1874298931
Slovenia;Europe;1987;72.25;1945870;1867853492
Slovak Republic;Europe;2007;74.663;5447502;1867831435
Slovenia;Europe;1999;75.64;2009653;1866339949
New Zealand;Oceania;1985;73.99;3298050;1864767814
Oman;Asia;1992;71.197;1915208;1861670691
New Zealand;Oceania;1984;74.49;3278900;1861287789
Spain;Europe;1992;77.57;39549438;1860306452
Swaziland;Africa;1962;44.992;370006;1856182125
Finland;Europe;1982;74.55;4826933;1853315761
Bahrain;Asia;1987;70.75;454612;1852402406
Sweden;Europe;1973;74.88;8136774;1850318045
Japan;Asia;1980;76.19;116807309;1848825746
Italy;Europe;1986;76.0;56733833;1847936644
Spain;Europe;1991;77.12;39461418;1847290556
Haiti;;1952;37.579;3201488;1840366939
New Zealand;Oceania;1991;76.2;3396964;1838078411
Spain;Europe;1993;77.7;39627587;1837486563
Portugal;Europe;1998;76.18;10224828;1836851878
New Zealand;Oceania;1992;76.33;3437674;1836332494
Australia;;1976;72.88;13915500;1835106793
Australia;;1977;73.49;14074100;1833419751
Slovenia;Europe;1985;71.77;1914220;1832403926
Malaysia;Asia;1952;48.463;6748378;1831132894
Yemen  Rep.;Asia;1977;44.175;8403990;1829765177
Solomon Islands;Oceania;2007;63.57;566842;1829317402
France;Europe;1977;73.83;53165019;1829263514
Oman;Asia;1952;37.578;507833;1828230307
United States;Americas;1965;70.41;194303000;1827761585
Slovenia;Europe;1984;71.34;1896413;1827276075
Papua New Guinea;;2007;57.229;5795887;1827096606
Bahrain;Asia;1972;63.3;230800;1826865839
Czech Republic;Europe;2003;75.46;10251087;1823758775
United Kingdom;Europe;1982;74.04;56339704;1823242452
Haiti;;1987;53.636;5756203;1823015995
Canada;;1971;72.98;22026400;1822964274
Taiwan;Asia;1962;65.2;11918938;1822879028
Norway;Europe;1971;74.18;3903039;1818449176
Iceland;Europe;1976;76.71;220133;1817925077
Switzerland;Europe;1959;71.46;5259000;1816148966
Bahamas;;1972;66.515;178332;1815243763
Egypt;Africa;1967;49.293;31681188;1814880728
Japan;Asia;1979;76.21;115890431;1812389211
Oman;Asia;1987;67.734;1593882;1811522313
Taiwan;Asia;1995;74.54;21282829;1810861451
Israel;Asia;1992;76.93;4936550;1805152254
Finland;Europe;1981;73.98;4799964;1805116806
Malta;Europe;1997;77.402;382953;1804817488
Mauritania;Africa;2007;64.164;3270065;1803151496
Denmark;Europe;1971;73.44;4963126;1802343374
Slovenia;Europe;1989;73.35;1976217;1802313215
Austria;Europe;1975;71.33;7578903;1801636617
Germany;Europe;1972;71.0;78717088;1801618027
Trinidad and Tobago;Americas;2007;69.819;1056608;1800850924
Haiti;;1962;43.59;3880130;1796589032
Slovenia;Europe;1983;70.88;1878555;1791936275
Papua New Guinea;;1977;49.253;2753462;1791430017
Netherlands;Europe;1970;73.6;13032335;1790964795
Switzerland;Europe;1957;70.56;5126000;1790948973
Slovenia;Europe;1982;71.063;1861252;1786672175
Mongolia;Asia;1992;61.271;2312802;1785402016
Solomon Islands;Oceania;1987;55.785;300694;1783648762
Cameroon;Africa;1977;49.355;7959865;1783432873
Sweden;Europe;1972;74.72;8122293;1783202464
Australia;;1975;72.84;13771400;1782457038
France;Europe;1976;73.22;52953613;1779933496
Finland;Europe;1980;73.66;4779535;1779677274
Luxembourg;Europe;1963;68.89;324100;1778860394
Zambia;Africa;1967;47.768;3900000;1777077318
Slovenia;Europe;1998;75.26;2010807;1774788348
Zambia;Africa;1972;50.107;4506497;1773498265
Luxembourg;Europe;1962;68.67;320750;1771369998
Denmark;Europe;1970;73.38;4928757;1767779288
Vietnam;Asia;2002;73.017;80908147;1764456677
Portugal;Europe;1997;75.97;10156415;1764103156
Belgium;Europe;1973;71.65;9738400;1763958142
Australia;;1974;71.89;13599100;1757458167
Ireland;Europe;1992;75.467;3557761;1755881555
Greece;Europe;1992;77.03;10325429;1754149634
Indonesia;Asia;1987;60.137;169276000;1748356961
India;Asia;2002;62.879;1034172547;1746769454
Denmark;Europe;1969;73.26;4890687;1746179325
New Zealand;Oceania;1981;73.74;3185450;1744544339
New Zealand;Oceania;1974;72.0;3058400;1743920031
Australia;;1973;72.14;13380400;1742971805
United Kingdom;Europe;1977;72.76;56179000;1742874846
Taiwan;Asia;1961;64.9;11563348;1740861311
Netherlands Antilles;;1987;74.5;185666;1740652904
United States;Americas;1964;70.33;191889000;1738043484
Sweden;Europe;1970;74.7;8042803;1738025592
Sao Tome and Principe;;1977;58.55;86796;1737561657
Sweden;Europe;1971;74.62;8098328;1731308853
Belize;;1950;57.673;65797;1731132728
Iceland;Europe;1975;75.35;218031;1729744397
Switzerland;Europe;1958;71.3;5199000;1728427073
Papua New Guinea;;2002;56.651;5172033;1727292022
Haiti;;1957;40.696;3507701;1726887882
France;Europe;1974;72.89;52503000;1726697996
Uzbekistan;;2002;66.482;25563441;1724295507
Papua New Guinea;;1982;52.46;3139596;1722782537
Slovak Republic;Europe;2006;74.44;5439448;1719005794
Slovenia;Europe;1997;75.13;2011612;1716110735
Taiwan;Asia;1994;74.72;21087873;1715421489
Netherlands;Europe;1969;73.54;12873000;1714665508
France;Europe;1975;72.98;52758427;1714024026
Cambodia;Asia;2007;59.723;14131858;1713778686
New Zealand;Oceania;1976;72.47;3153550;1712641732
Senegal;Africa;2007;63.062;12267493;1712472136
Israel;Asia;1987;75.6;4203148;1712247986
Bosnia and Herzegovina;Europe;1962;61.93;3349000;1709683679
Pakistan;Asia;1987;58.245;105186881;1704686583
Chad;Africa;2007;50.651;10238807;1704063724
Portugal;Europe;1996;75.53;10099918;1702744647
Barbados;;2007;77.296;280946;1702310239
Finland;Europe;1979;73.37;4764690;1694821601
Cameroon;Africa;1997;52.199;14195809;1694337469
Egypt;Africa;1962;46.992;28173309;1693335853
New Zealand;Oceania;1975;72.27;3117800;1691021404
Korea  Dem. Rep.;Asia;1997;67.727;21585105;1690756814
Saudi Arabia;Asia;1967;49.901;5618198;1690304886
Sudan;Africa;1967;42.858;12716129;1687997641
France;Europe;1973;72.54;52157000;1685349326
Czech Republic;Europe;2000;75.06;10270128;1682323775
Australia;;1972;71.93;13177000;1678862948
Czech Republic;Europe;1989;71.83;10314343;1675782085
Maldives;;1987;59.637;194783;1674197279
New Zealand;Oceania;1980;72.95;3170150;1671810218
Italy;Europe;1983;74.8;56630129;1671744341
Belgium;Europe;1972;71.44;9709100;1667214356
Iceland;Europe;1973;74.31;212364;1667002132
Lithuania;FSU;2007;72.962;3575439;1666650874
Canada;;1968;72.29;21143100;1665821328
Slovenia;Europe;1990;73.86;1991210;1664576222
Czech Republic;Europe;1988;71.78;10313782;1664497723
Dominican Republic;Americas;1962;53.459;3453434;1662137359
Sweden;Europe;1969;74.15;7968018;1661507701
Japan;Asia;1977;75.38;113872473;1661037701
Sudan;Africa;1972;45.083;14597019;1659652775
Norway;Europe;1968;73.96;3818983;1658491171
China;Asia;1992;68.69;1164970000;1655784158
Spain;Europe;1988;76.91;39053881;1655314424
Luxembourg;Europe;1957;67.47;308453;1654586334
Haiti;;1972;48.042;4698301;1654456946
Philippines;Asia;1962;54.757;30325264;1649552153
Denmark;Europe;1968;73.17;4867300;1649495248
Cote d'Ivoire;Africa;2002;46.832;16252726;1648800823
Sri Lanka;Asia;1982;68.757;15410151;1648079789
Cote d'Ivoire;Africa;1992;52.044;12772596;1648073791
Syria;Asia;1952;45.883;3661549;1643485354
Morocco;Africa;1957;45.423;11406350;1642002314
Slovenia;Europe;1996;75.11;2007429;1639254553
Italy;Europe;1981;74.51;56502489;1636280286
Norway;Europe;1967;74.08;3786019;1636187647
Madagascar;Africa;1967;42.881;6334556;1634047282
New Zealand;Oceania;1978;73.11;3165800;1629454258
Hungary;Europe;2004;73.01;10032375;1629119795
Australia;;1970;70.81;12660160;1627314214
Czech Republic;Europe;1990;71.49;10309514;1627017261
Czech Republic;Europe;1986;71.13;10308836;1625980427
Nigeria;Africa;1997;47.464;106207839;1624941275
Czech Republic;Europe;1999;74.81;10280436;1620516024
Italy;Europe;1980;74.12;56451247;1620188298
Nigeria;Africa;1992;47.472;93364244;1619848217
United States;Americas;1962;70.21;186538000;1617314586
Sudan;Africa;1952;38.635;8504667;1615991129
Nigeria;Africa;2002;46.608;119901274;1615286395
Senegal;Africa;1967;43.563;3965841;1612404632
Greece;Europe;1987;76.67;9974490;1612052839
France;Europe;1972;72.38;51732000;1610719171
Canada;;1967;72.13;20819767;1607658803
Japan;Asia;1976;74.81;112774841;1606666829
Czech Republic;Europe;1997;74.01;10300707;1604851424
Portugal;Europe;1991;74.19;9919009;1604660894
New Zealand;Oceania;1972;71.89;2929100;1604603728
Albania;Europe;1952;55.23;1282697;1601056136
Czech Republic;Europe;1985;71.2;10310162;1599209469
Sao Tome and Principe;;2007;65.528;199579;1598435089
Senegal;Africa;1972;45.815;4588696;1597712056
Czech Republic;Europe;1998;74.63;10290949;1595962777
Denmark;Europe;1967;72.96;4838800;1593721123
Czech Republic;Europe;1984;70.99;10309224;1590092311
Belgium;Europe;1971;71.1;9672500;1589965951
United Kingdom;Europe;1972;72.01;56079000;1589511641
Zambia;Africa;1977;51.386;5216550;1588688299
Finland;Europe;1978;73.08;4752528;1588630722
Canada;;1966;71.92;20448496;1588483624
Serbia;Europe;1987;71.218;9230783;1587087851
Portugal;Europe;1994;75.76;10027688;1586942749
Mauritania;Africa;1972;48.437;1332786;1586851781
Macao  China;Asia;1982;74.03;270811;1585661506
Sweden;Europe;1968;74.03;7912217;1584182295
Iceland;Europe;1972;74.46;209275;1579806362
Mauritania;Africa;2002;62.247;2828858;1579019543
Austria;Europe;1971;70.31;7500482;1577907374
Spain;Europe;1987;76.9;38880702;1576498313
Japan;Asia;1973;73.48;108706797;1574287517
Switzerland;Europe;1954;70.0;4929000;1573939579
Finland;Europe;1975;71.85;4711439;1572468289
Korea  Dem. Rep.;Asia;1957;54.081;9411381;1571134655
Lesotho;Africa;2007;42.592;2012649;1569331442
Senegal;Africa;1957;39.329;3054547;1567653006
